Word,Replacement
reconpensationem,recompensatione
recumpensationem,recompensatione
proprietate,proprietatem
proprietates,proprietatis
propietatem,proprietatem
proprietatum,proprietatem
deliberationem,deliberatione
deliberationes,deliberatione
cisterciensi,cisterciensis
cistercienses,cisterciensis
cisterciencis,cistercienses
cistertiensis,cisterciensis
cistersiensis,cisterciensi
sisterciensis,cisterciensis
cistercensis,cisteracensis
citerciensis,cisterciensis
cisterciensie,cisterciensis
considerante,considerantes
considerentes,considerantes
tironensium,turonensium
lundoniensis,londoniensis
londoniensi,lundoniensis
londiniensis,lundoniensis
londonienses,londoniensem
londeniensis,londoniensis
asumpsionis,asumptionis
asumtionis,asumptionis
subiectioni,subiectione
subieccionis,subjeccionis
subiectiones,subiectione
adquietabunt,acquietabunt
aquietabunt,acquietabunt
atquietabunt,acquietabunt
acquitabunt,acquietabunt
constructionem,constructione
construccione,constructionem
constructioni,constructione
constuctione,constructione
construcione,construxione
contructione,constructione
continentes,continentem
continente,contingente
contingentem,contingente
continenter,continentem
continentum,continentem
prestationem,prestatione
prestationes,atestationes
prestationi,prestationis
prestitione,prestatione
contingere,contingeret
contigeret,contingeret
contineret,contingeret
contingerent,contingebant
cuntingeret,contingeret
clugniacensibus,cluniacensibus
instituiset,instituise
dignoscuntur,dinoscuntur
dinoscantur,dinoscatur
disnoscuntur,dinoscuntur
dinoscunter,dinoscuntur
ordinabimus,ordinauimus
universorum,uniuersorum
uniuersarum,universorum
vniuersorum,uniuersorum
emendaverit,emendauerit
emendauerint,emendaverit
emendaueris,emendauerit
emendauerat,emendauerit
emendaferit,emendauerit
emendauerim,emendauerit
procuratione,procurationem
procurationes,procurationis
procurationum,procurationem
predecessoribus,predecesoribus
predecesoribis,predecesoribus
predicesoribus,predecesoribus
predescesoribus,predecesoribus
interposito,interposita
interpositam,interposita
interpositas,interpositis
interposite,interposita
interpositi,interpositis
interponita,interponit
molendinarii,molendinario
molendinarios,molendinarius
molendinaria,molendiaria
appellantur,appellatur
irequisitus,irequisitis
retentionem,retentione
retentiones,retentione
prenominatum,prenominatus
prenominatam,prenominatus
prenominatur,prenominatus
prenominarum,prenominatus
iuridictionem,iurisdictione
iurisdictiones,iurisdictionem
iurisdictionum,iuridictionem
iurisditionem,iurisdictione
pertinencium,pertinentium
procuratoris,procuratores
procuratorio,procuratores
procuratorii,procuratores
procuratoriis,procuratores
procuratorias,procuratores
procuratoria,procuratores
procuratorie,procuratores
purificatione,purificationem
purificationum,purificationem
puriticationem,purificationem
meditantibus,mediantibus
warantizationem,warantizatione
warentizatione,warantizationem
warantisatione,warantizatione
uarantizatione,guarantizatione
warantizationi,warantizationis
garantizatione,garandizatione
stabilitatem,stabilitate
stabilitati,stabilitatis
stabilitare,stabilitate
faculatates,facultates
adjacentibus,adiacentibus
adiacentibis,adiacentiis
fideiusorem,fideiusores
fideiiusores,fideiusorem
fideiusoris,fideiusores
fideiusore,fideiusores
fideiussores,fideiusores
protectionem,protectione
protectioni,protectionis
proteccione,protectione
profectione,protectione
integritatem,integritate
anathematis,anatematis
censebantur,censebuntur
eleemosinas,eleemosinam
helemosinas,helemosinam
responderet,respondeat
administratione,administrationem
administrationum,administrationem
aministrationem,administratione
admininstrationem,administrationem
thesaurarii,tesaurarii
teshaurarii,tesaurarii
possidebant,possidebat
cellerarius,celerarius
incorigibiles,incorigibilis
persoluendos,persoluendis
persoluendas,persoluenda
persoluendi,persoluenda
persoluandis,persoluendis
kinggestone,kingestone
completorium,completorum
conpletorum,completorum
lanecastrie,lancastrie
hospitalitati,hospitalitatis
hospitalitates,hospitalitatem
ospitalitatis,hospitalitatis
uendiderint,uendiderit
uendiderant,uendiderat
vendiderunt,uendiderunt
continentibus,contingentibus
prouenientum,prouenientium
preuenientium,prouenientium
prouenentium,prouenientium
pruuenientium,prouenientium
famulatibus,famulantibus
conseruaret,conseruarent
conseruarem,conseruare
possidebunt,posidebunt
rationabiles,rationabilem
rationabiliem,rationabilium
autoritatis,auctoritatis
actoritatis,auctoritatis
dingnitatem,dignitatem
renuntiantes,renunciantes
renunciante,renunciant
renonciantes,renunciantes
westmonasterio,westmonasterii
westmonesterii,westmonasterii
westmonasteriio,westmonasterii
uniusquisque,unusquisque
subiectionem,subiectione
subjectione,subiectione
subieccione,subiectione
subtectione,subiectione
obseruatione,obseruationem
obseruationam,obseruationem
obseruactionem,obseruationem
obseruationes,obseruationis
comunicanium,comunicandum
euuangeliis,euangeliis
euangelicis,euangelicum
euaungeliis,euangeliis
confessoris,confesoris
confirmandum,confirmandam
confirmanda,confirmando
confirmandas,confirmandam
wigornensis,wigorniensis
wigorniensi,wigornensis
wigornienses,wigornensis
wygorniensis,wigornensis
singnificamus,significamus
reprimendum,reprimendam
reprimandam,reprimendam
deprimendam,reprimendam
subscriptos,subscriptis
subscripti,subscriptis
subscriptio,subscriptos
subscripis,subscriptis
supscriptis,subscriptis
subscriptus,suscriptus
suscriptis,subscriptis
acquitanorum,aquitanorum
aquitaniorum,aquitanorum
percipiendam,percipiendum
percipendum,percipiendum
paternitatis,paternitati
paternitate,paternitatem
defensionem,defensione
defensiones,defensionis
proprietalis,proprietatis
glencestrie,glecestrie
glecestorie,glecestrie
supradictarum,supradictorum
supradictorue,supradictoque
eclesiastici,eclesiastica
ecclesiasticis,eclesiasticas
eclesiasticos,eclesiastica
eclesiasticus,eclesiasticis
eclesiastices,eclesiasticis
eclesiaticis,eclesiasticis
dorobornensis,dorobernensis
dorouernensis,dorobornensis
dorobernensi,dorobornensis
dorovernensis,dorobernensi
dorbernensis,dorouernensis
doroberniensis,dorobernensis
doroburnensis,dorobernensis
dorobernensisu,dorobernensis
interdictis,interdicti
confitentes,confidentes
confidenter,confidentes
confidentem,confidentes
iregulariter,regulariter
quantitate,quantitatem
quantitatum,quantitatem
quantitater,quantitatem
quantitates,quantitatis
perseuerant,perseuerent
perseverans,perseuerans
territorium,teritorium
impetratris,impetratis
impetrastis,impetratis
impetrantis,imperantis
cexecutoribus,executoribus
exequtoribus,executoribus
exsecutoribus,executoribus
pontificiis,pontificii
confirmatur,confirmatum
confirmatu,confirmatum
emendatione,emendationem
emendationes,emendationis
emundationem,emendationem
emendationum,emendationem
emendacionem,emendatione
obligationem,obligatione
obligationes,obligationis
obligationi,obligationis
necessariis,necesariis
nescesariis,necesariis
qualitercunque,qualitercumque
patroniorum,patronorum
andecauorum,andegauorum
beneficiorum,benefitiorum
benefitorum,benefitiorum
persolueret,persoluere
persoluerem,persoluere
presentabit,presentauit
presentaui,presentauit
euidentibus,euidentius
celsitudinis,celsitudini
celsitudine,celsitudinem
celcitudini,celsitudini
selsitudini,celsitudini
anuntiationis,anunciationis
anunciationi,anunciationis
anuciationis,anunciationis
consualibus,consulibus
eclesiastico,eclesiastica
eclesiastice,eclesiastica
ecclesiastico,eclesiastice
eclesiastic,eclesiastica
crediderunt,rediderunt
reddiderunt,rediderunt
salopesberia,salopesberie
salopesburie,salopesburi
salopesbirie,salopesberia
salopsberie,salopesberie
quictauimus,quitauimus
quietauimus,aquietabimus
posteriorum,posterorum
gubernatore,gubernator
gubernatori,gubernatoris
proacuratoribus,procuratoribus
dispositione,dispositionem
disposicionem,dispositione
disposationem,dispositionem
institutione,institutionem
institutiones,institutionis
institutionum,institutionem
rotomagensi,rotomagensis
rotomagenses,rotomagensem
rotomogensis,rotomagensis
rhotomagensis,rotomagensis
ceterorumque,ceterarumque
solicitudinem,solicitudine
solicitudini,solicitudinis
solicitudines,solicitudinis
sollicitudine,solicitudine
octagesimo,octuagesimo
octuageximo,octuagesimo
octuagessimo,octuagesimo
octuaiesimo,octuagesimo
concurentes,concurente
concurrente,concurentes
instituemus,instituimus
iustituimus,instituimus
institimus,instituimus
instituamus,instituimus
sacrosancta,sacrosancte
sacrosancto,sacrosancte
sancrosancte,sacrosancte
sacrosante,sacrosancte
festiuitatem,festiuitate
festiuitates,festiuitatis
festiuitati,festiuitatis
fertiuitate,festiuitatem
festivitate,festiuitate
obseruentur,obseruetur
collationem,collatione
colpationem,colationem
presentaret,presentare
arcidiaconali,arcidiaconalia
arcidiaconalis,arcidiaconalia
arcidiaconialia,arcidiaconalia
percipiendi,percipiendis
percipienda,percipiendis
percipiend,percipiendis
percipiende,percipiendis
quibuslisbet,quibuslibet
sinistrorum,ministrorum
largitionem,largitione
largitiones,largitionis
excelenciam,excelencia
contulerint,contulerunt
contulerant,contulerat
consulerunt,consuerunt
consignavit,consignauit
castelionem,castelione
inpetrandis,impetrandis
impetrandi,impetrandis
impetrandas,impetranda
cexecutorum,executorum
exsecutorum,executorum
hutilitatibus,utilitatibus
vtilitatibus,utilitatibus
concordites,concorditer
eoncorditer,concorditer
couentrensi,couentrensis
conuentrensis,couentrensi
couintrensis,couentrensi
couentrenses,couentrensem
couentriensis,couentrensi
couuentrensis,couentrensis
solutioneis,solutiones
damnabiliter,dampnabiliter
damnpnabiliter,dampnabiliter
successorem,successores
succesorum,successorum
prescriptum,prescriptam
rescriptum,prescriptam
prescriptus,prescriptis
proscriptum,prescriptam
consolidavi,consolidaui
consolidari,consolidaui
difinitiua,difinitiuam
definitiuam,difinitiuam
difinitiuas,difinitiuam
difinitiuum,difinitiuam
difinitiam,difinitiuam
corboliensi,corboliensis
gorboliensis,corboliensis
apostolicis,apostolici
construeret,construerent
construerem,construere
sacerdotium,sacerdotum
considerationem,consideratione
considerationi,considerationis
principalis,principales
principalia,principali
firmaverunt,firmauerunt
afirmauerunt,firmauerunt
firmauerant,firmauerat
firmauerint,firmauerit
formauerunt,firmauerunt
ascentionis,ascensionis
asensionis,ascensionis
ascenstionis,ascensionis
aclamauimus,clamauimus
traditionem,traditione
traditiones,traditionis
tradictione,traditione
diligentibus,diligentius
diligencius,diligentius
districtiones,districtionem
districtione,districtioni
distractionem,districtione
districtionum,districtionem
destrictionem,districtiones
distritionem,districtiones
distructionem,destructionem
contentionibus,conuentionibus
translationi,translationis
ministrauit,ministrabit
ministrabat,ministrabit
aministrabit,administrabit
pontificium,pontifitium
suprascriptam,suprascriptum
suprascripto,suprascripta
suprascripti,suprascriptis
suprascripte,suprascripta
suprascriptas,suprascriptis
contentione,conuentione
contentiones,conuentione
contentiose,conuentione
contentioni,conuentione
contemtione,conuentione
subscriptarum,subscriptorum
molendinarium,molendinarius
molendinariis,molendinarius
molendenarius,molendinarius
moliendinarius,molendinarius
molendinerius,molendinarius
resingnauit,resignauit
recipiendam,recipiendas
recipiendus,recipiendos
precipiendum,recipiendum
recapiendum,recipiendum
compromisam,compromisum
multiplicata,multiplicato
multiplicatas,multiplicatam
forestariis,forestarius
fosrestarii,forestarii
marescalcus,marescalus
marescaldus,marescalus
precentori,precentoris
preceptoris,precentoris
precentoria,precentoris
aquilonaris,aquilonari
aquilionari,aquilonari
restitutione,restitutionem
destitutionem,restitutione
restitutiones,restitutionis
restituitionem,restitutionem
restitntionem,restitutionem
paraocianos,paracianos
excomunicatus,excomunicatum
excomunicatis,excomunicati
excomunicato,excomunicati
restaurationem,restauratione
restauracione,restauratione
restaurationes,restaurationis
coroboremus,coroboramus
corroboramus,coroboramus
coroboratus,coroboratum
asignatione,asignationem
asignationes,asignationis
asingnationem,asignationem
signationem,asignatione
asgnationem,asignationem
permutationes,permutationem
permutationi,permutationis
cicestrensi,cicestrensis
cicestriensis,cicestrensi
prepositure,prepositura
preposituram,prepositura
preposituras,preposituris
propositura,proposituri
beluacensi,beluacensis
beluacenses,beluacensem
beluacencis,beluacensis
prebendarium,prebendarius
substituendi,substituendis
substituendus,substituendum
sustituendis,substituendis
amicabilius,amicabilibus
consenciens,consentiens
consensiens,consentiens
consentient,consentiant
consenties,consentiens
presidentes,residentes
prescidente,precidente
decendendo,descendendo
desendendo,descendendo
septimaniis,septimanis
cirografato,cirograpato
cirograpati,cirografato
cirograpata,cirograpato
cirograpate,cirograpato
cirografpato,cirograpato
cirogropato,cirograpato
cirograpfato,cirograpato
christianos,christiano
suesionensi,suesionensis
suesonensis,suesionensis
remissionem,remissione
reuertantur,reuertatur
arciepiscopatu,arciepiscopatus
arciepiscopatum,arciepiscopatus
archiepiscopatus,arciepiscopatum
arciepiscopatui,arciepiscopatus
arcepiscopatus,arciepiscopatus
soluendarum,soluendorum
indulgentia,indulgentiam
indulgenciam,indulgentia
indulgentias,indulgentiis
consenserint,consenserit
consenserant,consenserunt
consenseruut,consenserunt
estimatione,estimationem
extimationem,estimatione
estimationes,estimationis
estimacionem,estimatione
astimationem,estimationem
testimationem,estimationem
interdictos,interdicto
malmesburie,malmesburia
malmesburiam,malmesburia
malmesberia,malmesburie
malmesburi,malmesburia
malmesbiria,malmesbiri
commorantibus,comorantibus
propinquiorem,propinquiores
propinquiore,propinquior
propinquioris,propinquiores
propinquiones,propinquiores
proprinquiores,propinquiores
contingentes,contingente
contingent,contingente
contingenti,continenti
contigente,contingente
continginte,contingente
pontigniaci,pontigniaco
reparatione,reparationem
reparationes,reparationis
reparacionem,reparationem
reperationem,seperationem
separationem,seperationem
reparationum,reparationem
consideratur,considerantur
consideratus,consideramus
comunicatio,comunicato
presentationi,presentationis
presentations,presentationis
obligauerint,obligauerunt
obligauerant,obligauerat
archiepiscopi,arciepiscopi
archiepiscopis,archiepiscopus
archiepiscops,archiepiscopus
archiepiscope,arciepiscopi
consentientes,consentiente
consenciente,consentientes
consentientem,consentiente
conscentiente,consentient
helemosinis,elemosinis
eleemosinis,elemosinis
elemosiniis,elemosinis
dilectione,dilectionem
dilectiones,dilectionis
diletionem,dilectionem
dilectionom,dilectionem
anuntiationem,anunciationem
anunciatione,anuntiationem
ofitialibus,oficialibus
officialibus,oficialibus
territoriis,teritoriis
teritoriiis,territoriis
conditioni,conditionis
condicionis,conditionis
inquietaret,inquietare
inquietarer,inquietare
vtensilibus,utensilibus
ustensilibus,utensilibus
utenssilibus,utensilibus
intentionem,intentione
intentiones,intentione
inpedimentum,inpedientem
infirmitatem,infirmitate
infirmitati,infirmitatis
infirmitates,infirmitatis
exceptiones,exceptione
exceptionem,exceptione
constabularium,constabularius
constabulariis,constabularius
conestabularius,constabularius
constabilarius,constabularius
resignatione,resignationem
resingnationem,resignatione
resignantionem,resignationem
resignationes,resignationis
autisiodoro,autisiodori
autisiodor,autisiodori
altisiodori,autisiodoro
autisiodora,autisiodori
atisiodori,autisiodori
autisodori,autisiodori
detrementum,detrimentum
congnouimus,cognouimus
confectione,confectionem
constructam,constructum
constructas,constructis
concesserit,conceserit
interleximus,inteleximus
inteliximus,inteligimus
warantizabit,warantizauit
warentizauit,warantizabit
possessiones,possessionem
possessione,possessionem
possessionum,possessionem
temeritatem,temeritate
